Agency,Site Number,Site Name,State,Hyperlink,Latitude,Longitude,Datum,Elevation (m.a.s.l.),Vertical Datum,Land surface altitude (m.a.s.l.),Land surface Datum,Drainage Area (km2),Hydrologic Unit Code,Territory
USGS,2371200,INDIAN CREEK NEAR TROY AL,Alabama,site_no=02371200,31.81388889,-86.12083333,NAD27,107.8992,NGVD29,,,22.9732113,3140301,Alabama
USGS,2371470,"SANDY CREEK NEAR BRANTLEY, AL.",Alabama,site_no=02371470,31.59472222,-86.22083333,NAD27,,,,,11.4736557,3140301,Alabama
USGS,2371500,CONECUH RIVER AT BRANTLEY AL,Alabama,site_no=02371500,31.57333333,-86.25166667,NAD27,,,,,1294.995,3140301,Alabama
USGS,2372000,PATSALIGA CREEK AT LUVERNE AL,Alabama,site_no=02372000,31.72416667,-86.27833333,NAD27,81.543144,NGVD29,,,657.85746,3140302,Alabama
USGS,2372250,PATSALIGA CREEK NEAR BRANTLEY AL,Alabama,site_no=02372250,31.59611111,-86.40555556,NAD27,67.056,NGVD29,,,1144.77558,3140302,Alabama
USGS,2372422,"CONECUH RIVER BEL PT A DAM NR RIVER FALLS, AL.",Alabama,site_no=02372422,31.36111111,-86.51972222,NAD27,36.81984,NGVD29,,,3297.05727,3140301,Alabama
USGS,2372430,"CONECUH RIVER AT RIVER FALLS, ALABAMA",Alabama,site_no=02372430,31.34805556,-86.52944444,NAD27,,,,,3307.41723,3140301,Alabama
USGS,2372500,CONECUH RIVER NEAR ANDALUSIA AL,Alabama,site_no=02372500,31.25527778,-86.60027778,NAD27,32.543496,NGVD29,,,3480.94656,3140301,Alabama
USGS,2373000,SEPULGA RIVER NEAR MCKENZIE AL,Alabama,site_no=02373000,31.45361111,-86.78694444,NAD27,,,,,1217.2953,3140303,Alabama
USGS,2373500,PIGEON CREEK NEAR THAD AL,Alabama,site_no=02373500,31.47666667,-86.65833333,NAD27,52.602384,NGVD29,,,795.12693,3140303,Alabama
USGS,2373800,SEPULGA RIVER AT BROOKLYN AL,Alabama,site_no=02373800,31.26166667,-86.76333333,NAD27,26.33472,NGVD29,,,2634.01983,3140303,Alabama
USGS,2374000,"CONECUH RIVER NEAR BROOKLYN, AL.",Alabama,site_no=02374000,31.16361111,-86.8,NAD27,23.45436,NGVD29,,,6462.02505,3140304,Alabama
USGS,2374250,"CONECUH RIVER AT STATE HWY 41 NEAR BREWTON, AL.",Alabama,site_no=02374250,31.06694444,-87.06166667,NAD27,13.13688,NGVD29,,,6891.96339,3140304,Alabama
USGS,2374500,MURDER CREEK NEAR EVERGREEN AL,Alabama,site_no=02374500,31.41833333,-86.98666667,NAD27,,,,,455.83824,3140304,Alabama
USGS,2374660,MURDER CREEK AT KIRKLAND AL,Alabama,site_no=02374660,31.19166667,-87.02638889,NAD27,28.956,NGVD29,,,852.10671,3140304,Alabama
USGS,2374700,"MURDER CREEK AT STATE HWY 41 AT BREWTON, AL.",Alabama,site_no=02374700,31.10083333,-87.06888889,NAD27,,,,,1126.64565,3140304,Alabama
USGS,2374745,"BURNT CORN CREEK AT STATE HWY 41 NEAR BREWTON, AL.",Alabama,site_no=02374745,31.12972222,-87.08722222,NAD27,,,,,471.37818,3140304,Alabama
USGS,2374950,BIG ESCAMBIA CR AT SARDINE BR NR STANLEY CROSSROAD,Alabama,site_no=02374950,31.12944444,-87.37055556,NAD27,,,,,499.86807,3140305,Alabama
USGS,2375000,BIG ESCAMBIA CREEK AT FLOMATON AL,Alabama,site_no=02375000,31.01055556,-87.26277778,NAD27,14.557248,NAVD88,,,854.6967,3140305,Alabama
USGS,2377500,"STYX RIVER NEAR LOXLEY, AL.",Alabama,site_no=02377500,30.66388889,-87.63888889,NAD27,11.8872,NGVD29,,,238.797078,3140106,Alabama
USGS,2377570,"STYX RIVER NEAR ELSANOR, AL.",Alabama,site_no=02377570,30.60555556,-87.54722222,NAD27,,,,,497.27808,3140106,Alabama
USGS,2377960,"BLACKWATER RIVER AT CO RD 87 NEAR ELSANOR, AL.",Alabama,site_no=02377960,30.51138889,-87.58166667,NAD27,,,,,146.593434,3140106,Alabama
USGS,2378170,"WOLF CREEK BELOW FOLEY, ALA",Alabama,site_no=02378170,30.38805556,-87.65277778,NAD27,,,,,12.8981502,3140107,Alabama
USGS,2378300,"MAGNOLIA RIVER AT US 98 NEAR FOLEY, ALABAMA",Alabama,site_no=02378300,30.40638889,-87.73694444,NAD27,,,,,42.993834,3160205,Alabama
USGS,2378500,FISH RIVER NEAR SILVER HILL AL,Alabama,site_no=02378500,30.54527778,-87.79861111,NAD27,6.096,NGVD29,,,143.226447,3160205,Alabama
USGS,237854520,"FISH RIVER NEAR MARLOW, AL",Alabama,site_no=0237854520,30.47466944,-87.80264444,NAD83,0.9144,NAVD88,,,312.352794,3160205,Alabama
USGS,2378780,"D'OLIVE CREEK NEAR BRIDGEHEAD, AL",Alabama,site_no=02378780,30.65206944,-87.88964722,NAD83,,,,,,,Alabama
USGS,2378790,"TIAWASEE CREEK NEAR BRIDGEHEAD, AL",Alabama,site_no=02378790,30.64278611,-87.89179167,NAD83,7.9248,NAVD88,,,,3160204,Alabama
USGS,2397530,"COOSA RIVER AT STATE LINE, AL/GA",Alabama,site_no=02397530,34.20194444,-85.45325,NAD83,167.4876,NAVD88,,,11297.53638,3150105,Alabama
USGS,2398195,MILLS CREEK NEAR CHESTERFIELD AL,Alabama,site_no=02398195,34.44666667,-85.5,NAD27,,,,,24.6826047,3150105,Alabama
USGS,2398250,"MILLS CREEK AT DEWEY, ALABAMA",Alabama,site_no=02398250,34.3275,-85.50333333,NAD27,,,,,175.083324,3150105,Alabama
USGS,2398300,CHATTOOGA RIVER ABOVE GAYLESVILLE AL,Alabama,site_no=02398300,34.29027778,-85.50916667,NAD27,171.331128,NGVD29,,,947.93634,3150105,Alabama
USGS,2398500,CHATTOOGA RIVER AT GAYLESVILLE AL,Alabama,site_no=02398500,34.26305556,-85.56083333,NAD27,167.505888,NGVD29,,,981.60621,3150105,Alabama
USGS,2398950,WEST FORK LITTLE R AT DESOTO PARK NR FORT PAYNE AL,Alabama,site_no=02398950,34.49731111,-85.61630278,NAD83,,,,,110.851572,3150105,Alabama
USGS,2399000,"LITTLE RIVER NEAR JAMESTOWN, AL.",Alabama,site_no=02399000,34.3975,-85.62666667,NAD27,358.87152,NGVD29,,,323.74875,3150105,Alabama
USGS,2399200,LITTLE RIVER NEAR BLUE POND AL,Alabama,site_no=02399200,34.28888889,-85.68055556,NAD27,179.630832,NGVD29,,,515.40801,3150105,Alabama
USGS,2399800,LITTLE TERRAPIN CREEK NEAR BORDEN SPRINGS,Alabama,site_no=02399800,33.915,-85.46583333,NAD27,238.0488,NGVD29,,,39.885846,3150105,Alabama
USGS,2400000,TERRAPIN CREEK NEAR PIEDMONT AL,Alabama,site_no=02400000,33.95638889,-85.57722222,NAD27,198.055992,NGVD29,,,300.43884,3150105,Alabama
USGS,2400100,TERRAPIN CREEK AT ELLISVILLE AL,Alabama,site_no=02400100,34.065,-85.61416667,NAD27,164.308536,NAVD88,,,652.67748,3150105,Alabama
USGS,2400680,"BIG WILLS CREEK AT STATE HWY 35 NR FORT PAYNE, AL",Alabama,site_no=02400680,34.43805556,-85.76722222,NAD27,,,,,143.485446,3150106,Alabama
USGS,2401000,BIG WILLS CREEK NEAR REECE CITY,Alabama,site_no=02401000,34.09805556,-86.03805556,NAD27,173.736,NGVD29,,,471.37818,3150106,Alabama
USGS,2401370,BIG CANOE CREEK NEAR SPRINGVILLE AL,Alabama,site_no=02401370,33.81361111,-86.38166667,NAD27,179.045616,NGVD29,,,116.54955,3150106,Alabama
USGS,2401387,MUCKLEROY SPRING NEAR WHITNEY AL E 5,Alabama,site_no=02401387,33.89583333,-86.31138889,NAD27,,,188.976, NGVD29,,"03150106
",Alabama
USGS,2401390,BIG CANOE CREEK AT ASHVILLE AL,Alabama,site_no=02401390,33.83972222,-86.26277778,NAD27,161.409888,NGVD29,,,365.18859,3150106,Alabama
USGS,2401450,GULF CREEK NEAR STEELE AL,Alabama,site_no=02401450,33.91805556,-86.25222222,NAD27,,,,,25.5891012,3150106,Alabama
USGS,2401460,GULF CREEK NEAR ASHVILLE AL,Alabama,site_no=02401460,33.90222222,-86.2475,NAD27,,,,,37.036857,3150106,Alabama
USGS,2401470,"LITTLE CANOE CREEK NEAR STEELE, AL",Alabama,site_no=02401470,33.96916667,-86.17777778,NAD27,169.048176,NGVD29,,,57.756777,3150106,Alabama
USGS,2401500,"BIG CANOE CREEK NEAR GADSDEN, AL.",Alabama,site_no=02401500,33.90305556,-86.11,NAD27,149.522688,NGVD29,,,655.26747,3150106,Alabama
USGS,2401700,OHATCHEE CREEK AT READS AL,Alabama,site_no=02401700,33.87055556,-85.90027778,NAD27,160.69056,NGVD29,,,102.822603,3150106,Alabama
USGS,2401800,"TALLASSEEHATCHEE CREEK NEAR WELLINGTON, AL.",Alabama,site_no=02401800,33.81583333,-85.87277778,NAD27,159.812736,NGVD29,,,238.797078,3150106,Alabama
USGS,2401895,"OHATCHEE CREEK AT OHATCHEE, AL",Alabama,site_no=02401895,33.78027778,-85.99833333,NAD27,,,,,560.473836,3150106,Alabama
USGS,2402500,COOSA RIVER AT RIVERSIDE AL,Alabama,site_no=02402500,33.60555556,-86.19916667,NAD27,137.16,NGVD29,,,18308.63931,3150106,Alabama
USGS,2403170,"SHOAL CREEK NEAR HEFLIN, AL",Alabama,site_no=02403170,33.72522778,-85.60119722,NAD83,,,,,,3150106,Alabama
USGS,2403200,CHOCCOLOCCO CREEK AT CHOCCOLOCCO AL,Alabama,site_no=02403200,33.66333333,-85.68777778,NAD27,196.172328,NGVD29,,,313.38879,3150106,Alabama
USGS,2403310,"CHOCCOLOCCO CREEK NEAR BOILING SPRING, ALABAMA",Alabama,site_no=02403310,33.60194444,-85.78527778,NAD27,,,,,494.68809,3150106,Alabama
USGS,2403395,"CHOCCOLOCCO C AT OXFORD, ALA",Alabama,site_no=02403395,33.60027778,-85.82777778,NAD27,179.478432,NGVD29,,,574.97778,3150106,Alabama
USGS,2403500,W 12 COLDWATER SPRING NR ANNISTON,Alabama,site_no=02403500,33.60277778,-85.92583333,NAD27,,,181.6608, NGVD29,,"03150106
",Alabama
USGS,2404000,CHOCCOLOCCO CREEK NEAR JENIFER AL,Alabama,site_no=02404000,33.57055556,-85.93055556,NAD27,168.90492,NGVD29,,,717.42723,3150106,Alabama
USGS,2404400,CHOCCOLOCCO CREEK AT JACKSON SHOAL NR LINCOLN AL,Alabama,site_no=02404400,33.54833333,-86.09694444,NAD27,136.7028,NGVD29,,,1245.78519,3150106,Alabama
USGS,2404500,CHOCCOLOCCO CREEK NEAR LINCOLN AL,Alabama,site_no=02404500,33.56055556,-86.12638889,NAD27,136.690608,NGVD29,,,1284.63504,3150106,Alabama
USGS,2405000,COOSA RIVER NEAR CROPWELL AL,Alabama,site_no=02405000,33.52138889,-86.22611111,NAD27,128.223264,NGVD29,,,19847.09337,3150106,Alabama
USGS,2405500,KELLY CREEK NEAR VINCENT AL,Alabama,site_no=02405500,33.4475,-86.38694444,NAD27,123.166632,NGVD29,,,499.86807,3150106,Alabama
USGS,2405800,TALLADEGA CREEK ABOVE TALLADEGA AL,Alabama,site_no=02405800,33.37722222,-86.02277778,NAD27,192.024,NGVD29,,,180.263304,3150106,Alabama
USGS,2406000,TALLADEGA CREEK NEAR TALLADEGA AL,Alabama,site_no=02406000,33.39,-86.1125,NAD27,152.4,NGVD29,,,261.58899,3150106,Alabama
USGS,2406500,TALLADEGA CREEK AT ALPINE AL,Alabama,site_no=02406500,33.35944444,-86.23416667,NAD27,131.472432,NGVD29,,,388.4985,3150106,Alabama
USGS,2406930,"SHIRTEE CREEK NEAR ODENA, ALABAMA",Alabama,site_no=02406930,33.21166667,-86.27333333,NAD27,,,,,42.734835,3150107,Alabama
USGS,2407000,COOSA RIVER AT CHILDERSBURG AL,Alabama,site_no=02407000,33.29166667,-86.36388889,NAD27,116.57076,NGVD29,,,21735.19608,3150107,Alabama
USGS,2407500,YELLOWLEAF CREEK NEAR WILSONVILLE AL,Alabama,site_no=02407500,33.30638889,-86.55111111,NAD27,131.234688,NGVD29,,,249.934035,3150107,Alabama
USGS,2407514,"YELLOWLEAF CREEK NEAR WESTOVER, AL",Alabama,site_no=02407514,33.32055556,-86.49527778,NAD27,,,,,367.77858,3150107,Alabama
USGS,2407900,PAINT CREEK NEAR MARBLE VALLEY AL,Alabama,site_no=02407900,33.03888889,-86.425,NAD27,146.304,NGVD29,,,32.892873,3150107,Alabama
USGS,2408000,COOSA RIVER (AT OLD LOCK 12) NEAR CLANTON AL,Alabama,site_no=02408000,32.95861111,-86.5175,NAD27,,,,,23750.2083,3150107,Alabama
USGS,2408150,"WALNUT CREEK ABOVE CLANTON, ALA",Alabama,site_no=02408150,32.89027778,-86.57916667,NAD83,,,,,92.462643,3150107,Alabama
USGS,2408500,HATCHET CREEK NEAR ROCKFORD AL,Alabama,site_no=02408500,32.945,-86.21833333,NAD27,137.16,NGVD29,,,603.46767,3150107,Alabama
USGS,2408540,HATCHET CREEK BELOW ROCKFORD AL,Alabama,site_no=02408540,32.91666667,-86.27027778,NAD27,114.9096,NGVD29,,,681.16737,3150107,Alabama
USGS,2409000,WEOGUFKA CREEK NEAR WEOGUFKA AL,Alabama,site_no=02409000,32.98361111,-86.30722222,NAD27,180.770784,NGVD29,,,190.105266,3150107,Alabama
USGS,2409500,"COOSA RIVER ABOVE VERBENA, AL.",Alabama,site_no=02409500,32.8075,-86.44277778,NAD27,,,,,25459.6017,3150107,Alabama
USGS,2410000,PATERSON CREEK NEAR CENTRAL AL,Alabama,site_no=02410000,32.68166667,-86.12777778,NAD27,134.112,NGVD29,,,12.7168509,3150107,Alabama
USGS,2411000,COOSA RIVER AT JORDAN DAM NEAR WETUMPKA AL,Alabama,site_no=02411000,32.61388889,-86.255,NAD27,43.15968,NGVD29,,,26164.07898,3150107,Alabama
USGS,2412000,"TALLAPOOSA RIVER NEAR HEFLIN, AL",Alabama,site_no=02412000,33.62277778,-85.51333333,NAD27,,,,,1160.31552,3150108,Alabama
USGS,2412177,"CAHULGA CREEK AT HEFLIN, AL.",Alabama,site_no=02412177,33.6375,-85.60805556,NAD27,,,,,24.345906,3150108,Alabama
USGS,2412500,"TALLAPOOSA RIVER NEAR OFELIA, AL.",Alabama,site_no=02412500,33.32611111,-85.59194444,NAD27,202.692,NGVD29,,,2051.27208,3150108,Alabama
USGS,2413300,LITTLE TALLAPOOSA RIVER NEAR NEWELL AL,Alabama,site_no=02413300,33.43722222,-85.39916667,NAD27,,,,,1051.53594,3150108,Alabama
USGS,2413400,WEDOWEE CREEK ABOVE WEDOWEE AL,Alabama,site_no=02413400,33.33222222,-85.36083333,NAD27,320.04,NGVD29,,,17.7932313,3150108,Alabama
USGS,2413500,LITTLE TALLAPOOSA RIVER NEAR WEDOWEE AL,Alabama,site_no=02413500,33.34916667,-85.54527778,NAD27,207.264,NGVD29,,,1530.68409,3150108,Alabama
USGS,2414000,"TALLAPOOSA RIVER NEAR CRAGFORD, AL.",Alabama,site_no=02414000,33.24916667,-85.61166667,NAD27,194.3862,NGVD29,,,3768.43545,3150109,Alabama
USGS,2414500,TALLAPOOSA RIVER AT WADLEY AL,Alabama,site_no=02414500,33.11666667,-85.56083333,NAD27,182.840376,NGVD29,,,4338.23325,3150109,Alabama
USGS,2414525,"HIGH PINE CREEK NEAR ROANOKE, AL.",Alabama,site_no=02414525,33.15861111,-85.40166667,NAD27,,,,,55.166787,3150109,Alabama
USGS,2414715,"TALLAPOOSA RIVER NR NEW SITE, AL.(HORSESHOE BEND)",Alabama,site_no=02414715,32.97722222,-85.73972222,NAD27,161.123376,NGVD29,,,5330.19942,3150109,Alabama
USGS,2414800,HARBUCK CREEK NEAR HACKNEYVILLE AL,Alabama,site_no=02414800,33.11888889,-85.94472222,NAD27,216.408,NGVD29,,,20.6422203,3150109,Alabama
USGS,2415000,HILLABEE CREEK NEAR HACKNEYVILLE AL,Alabama,site_no=02415000,33.06527778,-85.87805556,NAD27,170.054016,NGVD29,,,492.0981,3150109,Alabama
USGS,2416000,TALLAPOOSA RIVER AT STURDIVANT AL,Alabama,site_no=02416000,32.91333333,-85.87111111,NAD27,134.112,NGVD29,,,6423.1752,3150109,Alabama
USGS,2416360,"LITTLE SANDY CREEK AT CAMP HILL, AL",Alabama,site_no=02416360,32.78545278,-85.64283889,NAD83,,,,,,3150109,Alabama
USGS,2416500,"BIG SANDY CREEK NEAR DADEVILLE, AL.",Alabama,site_no=02416500,32.78972222,-85.81888889,NAD27,,,,,505.04805,3150109,Alabama
USGS,2418000,TALLAPOOSA R AT CHEROKEE BLUFFS NR TALLASSEE AL,Alabama,site_no=02418000,32.6675,-85.90666667,NAD27,103.00716,NGVD29,,,7728.53016,3150110,Alabama
USGS,2418230,"SOUGAHATCHEE CREEK AT CO RD 188 NR LOACHAPOKA, AL.",Alabama,site_no=02418230,32.62666667,-85.58805556,NAD27,,,,,184.666287,3150110,Alabama
USGS,2418500,TALLAPOOSA RIVER BELOW TALLASSEE AL,Alabama,site_no=02418500,32.5125,-85.88916667,NAD27,49.990248,NGVD29,,,8619.48672,3150110,Alabama
USGS,2418760,CHEWACLA CREEK AT CHEWACLA STATE PARK NR AUBURN,Alabama,site_no=02418760,32.54805556,-85.48055556,NAD27,,,,,118.621542,3150110,Alabama
USGS,2419000,UPHAPEE CREEK NEAR TUSKEGEE AL,Alabama,site_no=02419000,32.47666667,-85.695,NAD27,68.16852,NGVD29,,,862.46667,3150110,Alabama
USGS,2419670,"CUBAHATCHEE CREEK AT US 80 NEAR SHORTER, AL",Alabama,site_no=02419670,32.395,-85.97222222,NAD83,,,,,315.97878,3150110,Alabama
USGS,2419890,TALLAPOOSA RIVER NEAR MONT.-MONT. WATER WORKS,Alabama,site_no=02419890,32.43972222,-86.19555556,NAD27,39.358824,NGVD29,,,12033.09354,3150110,Alabama
USGS,2419977,"Three Mile Branch @ North Blvd at Montgomery, Al",Alabama,site_no=02419977,32.42222222,-86.255,NAD27,,,,,22.7660121,3150201,Alabama
USGS,2420000,"ALABAMA RIVER NEAR MONTGOMERY, AL.",Alabama,site_no=02420000,32.41138889,-86.40833333,NAD27,29.83992,NGVD29,,,39075.17913,3150201,Alabama
USGS,2421000,CATOMA CREEK NEAR MONTGOMERY AL,Alabama,site_no=02421000,32.30722222,-86.29944444,NAD27,,,,,751.0971,3150201,Alabama
USGS,2421115,"PINTLALLA CR. @ LIBERTY CHURCH RD NR PINTLALLA, AL",Alabama,site_no=02421115,32.15277778,-86.35361111,NAD27,,,,,153.586407,3150201,Alabama
USGS,2421300,IVY CREEK AT MULBERRY AL,Alabama,site_no=02421300,32.45694444,-86.77916667,NAD27,64.008,NGVD29,,,27.712893,3150201,Alabama
USGS,2421500,BIG SWAMP CREEK NEAR HAYNEVILLE AL,Alabama,site_no=02421500,32.16416667,-86.6,NAD27,50.0634,NGVD29,,,318.56877,3150201,Alabama
USGS,2422000,BIG SWAMP CREEK NEAR LOWNDESBORO AL,Alabama,site_no=02422000,32.26666667,-86.69444444,NAD27,38.99916,NGVD29,,,631.95756,3150201,Alabama
USGS,2422500,MULBERRY CREEK AT JONES AL,Alabama,site_no=02422500,32.58277778,-86.90361111,NAD27,50.362104,NGVD29,,,525.76797,3150201,Alabama
USGS,2423000,ALABAMA RIVER AT SELMA AL,Alabama,site_no=02423000,32.40555556,-87.01861111,NAD27,18.83664,NGVD29,,,44275.87905,3150201,Alabama
USGS,2423130,"CAHABA RIVER AT TRUSSVILLE, AL.",Alabama,site_no=02423130,33.62222222,-86.59944444,NAD27,,,,,51.022803,3150202,Alabama
USGS,2423160,CAHABA RIVER NEAR WHITES CHAPEL AL,Alabama,site_no=02423160,33.60361111,-86.54916667,NAD27,,,,,131.571492,3150202,Alabama
USGS,2423190,"Big Black Creek (C-8) near Leeds, AL.",Alabama,site_no=02423190,33.59583333,-86.53166667,NAD27,,,,,101.786607,3150202,Alabama
USGS,2423380,CAHABA RIVER NEAR MOUNTAIN BROOK AL,Alabama,site_no=02423380,33.48166667,-86.71277778,NAD27,,,,,362.5986,3150202,Alabama
USGS,2423397,"LITTLE CAHABA RIVER BELOW LEEDS, AL.",Alabama,site_no=02423397,33.53444444,-86.5625,NAD27,,,,,44.02983,3150202,Alabama
USGS,2423398,LITTLE CAHABA RIVER NEAR LEEDS AL,Alabama,site_no=02423398,33.52416667,-86.57555556,NAD27,178.868832,NGVD29,,,50.245806,3150202,Alabama
USGS,2423400,"LITTLE CAHABA RIVER NR JEFFERSON PARK, AL.",Alabama,site_no=02423400,33.49972222,-86.61416667,NAD27,,,,,63.195756,3150202,Alabama
USGS,242340550,"COX CREEK NEAR CAHABA HEIGHTS,AL",Alabama,site_no=0242340550,33.44833333,-86.64444444,NAD27,,,,,8.2620681,3150202,Alabama
USGS,2423410,L. CAHABA R. BL LK PURDY DAM NR CAHABA HTS.,Alabama,site_no=02423410,33.46,-86.67027778,NAD27,,,,,110.592573,3150202,Alabama
USGS,2423414,LITTLE CAHABA RIVER AT CAH BEA RD NR CAHABA HTS AL,Alabama,site_no=02423414,33.43972222,-86.69888889,NAD27,,,,,121.72953,3150202,Alabama
USGS,2423425,CAHABA RIVER NEAR CAHABA HEIGHTS AL,Alabama,site_no=02423425,33.41555556,-86.73972222,NAD27,,,,,520.58799,3150202,Alabama
USGS,2423496,"CAHABA RIVER NEAR HOOVER, AL",Alabama,site_no=02423496,33.36916667,-86.78416667,NAD27,,,,,585.33774,3150202,Alabama
USGS,2423500,CAHABA RIVER NEAR ACTON AL,Alabama,site_no=02423500,33.36333333,-86.81305556,NAD27,,,,,595.6977,3150202,Alabama
USGS,242354650,CAHABA VALLEY CR AT INDIAN TRAIL RD NR INDIAN SPRS,Alabama,site_no=0242354650,33.34483333,-86.75943056,NAD27,,,,,37.036857,3150202,Alabama
USGS,242354750,"CAHABA VALLEY CREEK AT CROSS CR RD AT PELHAM, AL.",Alabama,site_no=0242354750,33.31333333,-86.80638889,NAD27,,,,,66.303744,3150202,Alabama
USGS,2423555,CAHABA RIVER NEAR HELENA AL,Alabama,site_no=02423555,33.28444444,-86.8825,NAD27,,,,,867.64665,3150202,Alabama
USGS,2423571,SHADES CREEK AT ELDER ST NEAR SPRINGDALE AL,Alabama,site_no=02423571,33.52083333,-86.71694444,NAD27,,,,,24.5013054,3150202,Alabama
USGS,2423586,"SHADES CREEK NR HOMEWOOD, ALA",Alabama,site_no=02423586,33.44861111,-86.81361111,NAD27,,,,,70.188729,3150202,Alabama
USGS,2423630,SHADES CREEK NEAR GREENWOOD AL,Alabama,site_no=02423630,33.32611111,-86.94972222,NAD27,,,,,187.256277,3150202,Alabama
USGS,2423647,CAHABA RIVER NEAR WEST BLOCTON AL,Alabama,site_no=02423647,33.09805556,-87.05472222,NAD27,,,,,1535.86407,3150202,Alabama
