Agency,Site Number,Site Name,State,Hyperlink,Latitude,Longitude,Datum,Elevation (m.a.s.l.),Vertical Datum,Land surface altitude (m.a.s.l.),Land surface Datum,Drainage Area (km2),Hydrologic Unit Code,Territory
USGS,2398300,CHATTOOGA RIVER ABOVE GAYLESVILLE AL,Alabama,site_no=02398300,34.290277777777774,-85.50916666666667,NAD27,171.331128,NGVD29,,,947.93634,03150105,Alabama
USGS,2398500,CHATTOOGA RIVER AT GAYLESVILLE AL,Alabama,site_no=02398500,34.26305555555555,-85.56083333333333,NAD27,167.505888,NGVD29,,,981.6062099999999,03150105,Alabama
USGS,2398950,WEST FORK LITTLE R AT DESOTO PARK NR FORT PAYNE AL,Alabama,site_no=02398950,34.49731111111111,-85.61630277777778,NAD83,,,,,110.85157199999999,03150105,Alabama
USGS,2399000,"LITTLE RIVER NEAR JAMESTOWN, AL.",Alabama,site_no=02399000,34.3975,-85.62666666666667,NAD27,358.87152000000003,NGVD29,,,323.74875,03150105,Alabama
USGS,2399200,LITTLE RIVER NEAR BLUE POND AL,Alabama,site_no=02399200,34.288888888888884,-85.68055555555556,NAD27,179.63083200000003,NGVD29,,,515.40801,03150105,Alabama
USGS,2399800,LITTLE TERRAPIN CREEK NEAR BORDEN SPRINGS,Alabama,site_no=02399800,33.915,-85.46583333333334,NAD27,238.0488,NGVD29,,,39.885846,03150105,Alabama
USGS,2400000,TERRAPIN CREEK NEAR PIEDMONT AL,Alabama,site_no=02400000,33.95638888888889,-85.57722222222222,NAD27,198.055992,NGVD29,,,300.43883999999997,03150105,Alabama
USGS,2400100,TERRAPIN CREEK AT ELLISVILLE AL,Alabama,site_no=02400100,34.065,-85.61416666666666,NAD27,164.30853600000003,NAVD88,,,652.67748,03150105,Alabama
USGS,2400680,"BIG WILLS CREEK AT STATE HWY 35 NR FORT PAYNE, AL",Alabama,site_no=02400680,34.43805555555555,-85.76722222222222,NAD27,,,,,143.485446,03150106,Alabama
USGS,2401000,BIG WILLS CREEK NEAR REECE CITY,Alabama,site_no=02401000,34.09805555555556,-86.03805555555556,NAD27,173.73600000000002,NGVD29,,,471.37818,03150106,Alabama
USGS,2401370,BIG CANOE CREEK NEAR SPRINGVILLE AL,Alabama,site_no=02401370,33.81361111111111,-86.38166666666666,NAD27,179.045616,NGVD29,,,116.54955,03150106,Alabama
USGS,2401387,MUCKLEROY SPRING NEAR WHITNEY AL E 5,Alabama,site_no=02401387,33.895833333333336,-86.31138888888889,NAD27,,,188.976, NGVD29,,"03150106
",Alabama   
USGS,2401390,BIG CANOE CREEK AT ASHVILLE AL,Alabama,site_no=02401390,33.83972222222222,-86.26277777777777,NAD27,161.409888,NGVD29,,,365.18859,03150106,Alabama
USGS,2401450,GULF CREEK NEAR STEELE AL,Alabama,site_no=02401450,33.918055555555554,-86.25222222222222,NAD27,,,,,25.589101199999998,03150106,Alabama
USGS,2401460,GULF CREEK NEAR ASHVILLE AL,Alabama,site_no=02401460,33.90222222222222,-86.2475,NAD27,,,,,37.036857,03150106,Alabama
USGS,2401470,"LITTLE CANOE CREEK NEAR STEELE, AL",Alabama,site_no=02401470,33.969166666666666,-86.17777777777778,NAD27,169.048176,NGVD29,,,57.756777,03150106,Alabama
USGS,2401500,"BIG CANOE CREEK NEAR GADSDEN, AL.",Alabama,site_no=02401500,33.903055555555554,-86.11,NAD27,149.52268800000002,NGVD29,,,655.26747,03150106,Alabama
USGS,2401700,OHATCHEE CREEK AT READS AL,Alabama,site_no=02401700,33.870555555555555,-85.90027777777779,NAD27,160.69056000000003,NGVD29,,,102.822603,03150106,Alabama
USGS,2401800,"TALLASSEEHATCHEE CREEK NEAR WELLINGTON, AL.",Alabama,site_no=02401800,33.81583333333333,-85.87277777777777,NAD27,159.81273600000003,NGVD29,,,238.797078,03150106,Alabama
USGS,2401895,"OHATCHEE CREEK AT OHATCHEE, AL",Alabama,site_no=02401895,33.780277777777776,-85.99833333333333,NAD27,,,,,560.473836,03150106,Alabama
USGS,2402500,COOSA RIVER AT RIVERSIDE AL,Alabama,site_no=02402500,33.605555555555554,-86.19916666666667,NAD27,137.16,NGVD29,,,18308.63931,03150106,Alabama
USGS,2403170,"SHOAL CREEK NEAR HEFLIN, AL",Alabama,site_no=02403170,33.72522777777778,-85.60119722222221,NAD83,,,,,,03150106,Alabama
USGS,2403200,CHOCCOLOCCO CREEK AT CHOCCOLOCCO AL,Alabama,site_no=02403200,33.663333333333334,-85.68777777777778,NAD27,196.17232800000002,NGVD29,,,313.38879,03150106,Alabama
USGS,2403310,"CHOCCOLOCCO CREEK NEAR BOILING SPRING, ALABAMA",Alabama,site_no=02403310,33.60194444444445,-85.78527777777778,NAD27,,,,,494.68809,03150106,Alabama
USGS,2403395,"CHOCCOLOCCO C AT OXFORD, ALA",Alabama,site_no=02403395,33.60027777777778,-85.82777777777777,NAD27,179.47843200000003,NGVD29,,,574.9777799999999,03150106,Alabama
USGS,2403500,W 12 COLDWATER SPRING NR ANNISTON,Alabama,site_no=02403500,33.60277777777778,-85.92583333333334,NAD27,,,181.66080000000002, NGVD29,,"03150106
",Alabama   
USGS,2404000,CHOCCOLOCCO CREEK NEAR JENIFER AL,Alabama,site_no=02404000,33.57055555555556,-85.93055555555556,NAD27,168.90492,NGVD29,,,717.4272299999999,03150106,Alabama
USGS,2404400,CHOCCOLOCCO CREEK AT JACKSON SHOAL NR LINCOLN AL,Alabama,site_no=02404400,33.54833333333333,-86.09694444444445,NAD27,136.7028,NGVD29,,,1245.7851899999998,03150106,Alabama
USGS,2404500,CHOCCOLOCCO CREEK NEAR LINCOLN AL,Alabama,site_no=02404500,33.56055555555555,-86.12638888888888,NAD27,136.690608,NGVD29,,,1284.63504,03150106,Alabama
USGS,2405000,COOSA RIVER NEAR CROPWELL AL,Alabama,site_no=02405000,33.521388888888886,-86.22611111111111,NAD27,128.223264,NGVD29,,,19847.09337,03150106,Alabama
USGS,2405500,KELLY CREEK NEAR VINCENT AL,Alabama,site_no=02405500,33.4475,-86.38694444444445,NAD27,123.16663199999999,NGVD29,,,499.86806999999993,03150106,Alabama
USGS,2405800,TALLADEGA CREEK ABOVE TALLADEGA AL,Alabama,site_no=02405800,33.37722222222222,-86.02277777777778,NAD27,192.024,NGVD29,,,180.26330399999998,03150106,Alabama
USGS,2406000,TALLADEGA CREEK NEAR TALLADEGA AL,Alabama,site_no=02406000,33.39,-86.1125,NAD27,152.4,NGVD29,,,261.58898999999997,03150106,Alabama
USGS,2406500,TALLADEGA CREEK AT ALPINE AL,Alabama,site_no=02406500,33.35944444444445,-86.23416666666667,NAD27,131.472432,NGVD29,,,388.4985,03150106,Alabama
USGS,2406930,"SHIRTEE CREEK NEAR ODENA, ALABAMA",Alabama,site_no=02406930,33.211666666666666,-86.27333333333333,NAD27,,,,,42.734835,03150107,Alabama
USGS,2407000,COOSA RIVER AT CHILDERSBURG AL,Alabama,site_no=02407000,33.291666666666664,-86.36388888888888,NAD27,116.57076,NGVD29,,,21735.196079999998,03150107,Alabama
USGS,2407500,YELLOWLEAF CREEK NEAR WILSONVILLE AL,Alabama,site_no=02407500,33.30638888888888,-86.55111111111111,NAD27,131.234688,NGVD29,,,249.93403499999997,03150107,Alabama
USGS,2407514,"YELLOWLEAF CREEK NEAR WESTOVER, AL",Alabama,site_no=02407514,33.32055555555556,-86.49527777777777,NAD27,,,,,367.77858,03150107,Alabama
USGS,2407900,PAINT CREEK NEAR MARBLE VALLEY AL,Alabama,site_no=02407900,33.038888888888884,-86.42500000000001,NAD27,146.304,NGVD29,,,32.892872999999994,03150107,Alabama
USGS,2408000,COOSA RIVER (AT OLD LOCK 12) NEAR CLANTON AL,Alabama,site_no=02408000,32.95861111111111,-86.5175,NAD27,,,,,23750.2083,03150107,Alabama
USGS,2408150,"WALNUT CREEK ABOVE CLANTON, ALA",Alabama,site_no=02408150,32.890277777777776,-86.57916666666667,NAD83,,,,,92.462643,03150107,Alabama
USGS,2408500,HATCHET CREEK NEAR ROCKFORD AL,Alabama,site_no=02408500,32.94499999999999,-86.21833333333333,NAD27,137.16,NGVD29,,,603.46767,03150107,Alabama
USGS,2408540,HATCHET CREEK BELOW ROCKFORD AL,Alabama,site_no=02408540,32.916666666666664,-86.27027777777778,NAD27,114.90960000000001,NGVD29,,,681.1673699999999,03150107,Alabama
USGS,2409000,WEOGUFKA CREEK NEAR WEOGUFKA AL,Alabama,site_no=02409000,32.98361111111111,-86.30722222222222,NAD27,180.77078400000002,NGVD29,,,190.105266,03150107,Alabama
USGS,2409500,"COOSA RIVER ABOVE VERBENA, AL.",Alabama,site_no=02409500,32.8075,-86.44277777777778,NAD27,,,,,25459.6017,03150107,Alabama
USGS,2410000,PATERSON CREEK NEAR CENTRAL AL,Alabama,site_no=02410000,32.681666666666665,-86.12777777777777,NAD27,134.112,NGVD29,,,12.716850899999999,03150107,Alabama
USGS,2411000,COOSA RIVER AT JORDAN DAM NEAR WETUMPKA AL,Alabama,site_no=02411000,32.61388888888889,-86.255,NAD27,43.15968,NGVD29,,,26164.07898,03150107,Alabama
USGS,2412000,"TALLAPOOSA RIVER NEAR HEFLIN, AL",Alabama,site_no=02412000,33.62277777777778,-85.51333333333334,NAD27,,,,,1160.3155199999999,03150108,Alabama
USGS,2412177,"CAHULGA CREEK AT HEFLIN, AL.",Alabama,site_no=02412177,33.6375,-85.60805555555555,NAD27,,,,,24.345906,03150108,Alabama
USGS,2412500,"TALLAPOOSA RIVER NEAR OFELIA, AL.",Alabama,site_no=02412500,33.32611111111112,-85.59194444444444,NAD27,202.692,NGVD29,,,2051.2720799999997,03150108,Alabama
USGS,2413300,LITTLE TALLAPOOSA RIVER NEAR NEWELL AL,Alabama,site_no=02413300,33.43722222222222,-85.39916666666667,NAD27,,,,,1051.53594,03150108,Alabama
USGS,2413400,WEDOWEE CREEK ABOVE WEDOWEE AL,Alabama,site_no=02413400,33.33222222222223,-85.36083333333333,NAD27,320.04,NGVD29,,,17.7932313,03150108,Alabama
USGS,2413500,LITTLE TALLAPOOSA RIVER NEAR WEDOWEE AL,Alabama,site_no=02413500,33.34916666666667,-85.54527777777777,NAD27,207.264,NGVD29,,,1530.68409,03150108,Alabama
USGS,2414000,"TALLAPOOSA RIVER NEAR CRAGFORD, AL.",Alabama,site_no=02414000,33.24916666666667,-85.61166666666666,NAD27,194.3862,NGVD29,,,3768.4354499999995,03150109,Alabama
USGS,2414500,TALLAPOOSA RIVER AT WADLEY AL,Alabama,site_no=02414500,33.11666666666667,-85.56083333333333,NAD27,182.84037600000002,NGVD29,,,4338.233249999999,03150109,Alabama
USGS,2414525,"HIGH PINE CREEK NEAR ROANOKE, AL.",Alabama,site_no=02414525,33.15861111111111,-85.40166666666667,NAD27,,,,,55.166787,03150109,Alabama
USGS,2414715,"TALLAPOOSA RIVER NR NEW SITE, AL.(HORSESHOE BEND)",Alabama,site_no=02414715,32.977222222222224,-85.73972222222223,NAD27,161.123376,NGVD29,,,5330.19942,03150109,Alabama
USGS,2414800,HARBUCK CREEK NEAR HACKNEYVILLE AL,Alabama,site_no=02414800,33.11888888888889,-85.94472222222223,NAD27,216.40800000000002,NGVD29,,,20.642220299999998,03150109,Alabama
USGS,2415000,HILLABEE CREEK NEAR HACKNEYVILLE AL,Alabama,site_no=02415000,33.06527777777777,-85.87805555555555,NAD27,170.054016,NGVD29,,,492.0981,03150109,Alabama
USGS,2416000,TALLAPOOSA RIVER AT STURDIVANT AL,Alabama,site_no=02416000,32.913333333333334,-85.8711111111111,NAD27,134.112,NGVD29,,,6423.1752,03150109,Alabama
USGS,2416360,"LITTLE SANDY CREEK AT CAMP HILL, AL",Alabama,site_no=02416360,32.78545277777778,-85.64283888888889,NAD83,,,,,,03150109,Alabama
USGS,2416500,"BIG SANDY CREEK NEAR DADEVILLE, AL.",Alabama,site_no=02416500,32.78972222222222,-85.81888888888888,NAD27,,,,,505.04804999999993,03150109,Alabama
USGS,2418000,TALLAPOOSA R AT CHEROKEE BLUFFS NR TALLASSEE AL,Alabama,site_no=02418000,32.6675,-85.90666666666667,NAD27,103.00716,NGVD29,,,7728.530159999999,03150110,Alabama
USGS,2418230,"SOUGAHATCHEE CREEK AT CO RD 188 NR LOACHAPOKA, AL.",Alabama,site_no=02418230,32.626666666666665,-85.58805555555556,NAD27,,,,,184.66628699999998,03150110,Alabama
USGS,2418500,TALLAPOOSA RIVER BELOW TALLASSEE AL,Alabama,site_no=02418500,32.5125,-85.88916666666667,NAD27,49.990248,NGVD29,,,8619.486719999999,03150110,Alabama
USGS,2418760,CHEWACLA CREEK AT CHEWACLA STATE PARK NR AUBURN,Alabama,site_no=02418760,32.54805555555556,-85.48055555555555,NAD27,,,,,118.62154199999998,03150110,Alabama
USGS,2419000,UPHAPEE CREEK NEAR TUSKEGEE AL,Alabama,site_no=02419000,32.47666666666667,-85.69500000000001,NAD27,68.16852,NGVD29,,,862.4666699999999,03150110,Alabama
USGS,2419670,"CUBAHATCHEE CREEK AT US 80 NEAR SHORTER, AL",Alabama,site_no=02419670,32.394999999999996,-85.97222222222223,NAD83,,,,,315.97878,03150110,Alabama
USGS,2419890,TALLAPOOSA RIVER NEAR MONT.-MONT. WATER WORKS,Alabama,site_no=02419890,32.439722222222215,-86.19555555555556,NAD27,39.358824,NGVD29,,,12033.09354,03150110,Alabama
USGS,2419977,"Three Mile Branch @ North Blvd at Montgomery, Al",Alabama,site_no=02419977,32.42222222222222,-86.255,NAD27,,,,,22.766012099999998,03150201,Alabama
USGS,2420000,"ALABAMA RIVER NEAR MONTGOMERY, AL.",Alabama,site_no=02420000,32.41138888888889,-86.40833333333335,NAD27,29.839920000000003,NGVD29,,,39075.17913,03150201,Alabama
USGS,2421000,CATOMA CREEK NEAR MONTGOMERY AL,Alabama,site_no=02421000,32.30722222222222,-86.29944444444445,NAD27,,,,,751.0971,03150201,Alabama
USGS,2421115,"PINTLALLA CR. @ LIBERTY CHURCH RD NR PINTLALLA, AL",Alabama,site_no=02421115,32.15277777777778,-86.3536111111111,NAD27,,,,,153.58640699999998,03150201,Alabama
USGS,2421300,IVY CREEK AT MULBERRY AL,Alabama,site_no=02421300,32.456944444444446,-86.77916666666667,NAD27,64.00800000000001,NGVD29,,,27.712892999999998,03150201,Alabama
USGS,2421500,BIG SWAMP CREEK NEAR HAYNEVILLE AL,Alabama,site_no=02421500,32.16416666666667,-86.6,NAD27,50.0634,NGVD29,,,318.56877,03150201,Alabama
USGS,2422000,BIG SWAMP CREEK NEAR LOWNDESBORO AL,Alabama,site_no=02422000,32.266666666666666,-86.69444444444444,NAD27,38.99916,NGVD29,,,631.95756,03150201,Alabama
USGS,2422500,MULBERRY CREEK AT JONES AL,Alabama,site_no=02422500,32.58277777777778,-86.90361111111112,NAD27,50.362104,NGVD29,,,525.76797,03150201,Alabama
USGS,2423000,ALABAMA RIVER AT SELMA AL,Alabama,site_no=02423000,32.40555555555555,-87.01861111111111,NAD27,18.83664,NGVD29,,,44275.879049999996,03150201,Alabama
USGS,2423130,"CAHABA RIVER AT TRUSSVILLE, AL.",Alabama,site_no=02423130,33.62222222222222,-86.59944444444444,NAD27,,,,,51.022802999999996,03150202,Alabama
USGS,2423160,CAHABA RIVER NEAR WHITES CHAPEL AL,Alabama,site_no=02423160,33.603611111111114,-86.54916666666666,NAD27,,,,,131.57149199999998,03150202,Alabama
USGS,2423190,"Big Black Creek (C-8) near Leeds, AL.",Alabama,site_no=02423190,33.59583333333334,-86.53166666666667,NAD27,,,,,101.78660699999999,03150202,Alabama
USGS,2423380,CAHABA RIVER NEAR MOUNTAIN BROOK AL,Alabama,site_no=02423380,33.48166666666667,-86.71277777777777,NAD27,,,,,362.5986,03150202,Alabama
USGS,2423397,"LITTLE CAHABA RIVER BELOW LEEDS, AL.",Alabama,site_no=02423397,33.53444444444444,-86.5625,NAD27,,,,,44.02983,03150202,Alabama
USGS,2423398,LITTLE CAHABA RIVER NEAR LEEDS AL,Alabama,site_no=02423398,33.524166666666666,-86.57555555555555,NAD27,178.86883200000003,NGVD29,,,50.245805999999995,03150202,Alabama
USGS,2423400,"LITTLE CAHABA RIVER NR JEFFERSON PARK, AL.",Alabama,site_no=02423400,33.499722222222225,-86.61416666666666,NAD27,,,,,63.19575599999999,03150202,Alabama
USGS,242340550,"COX CREEK NEAR CAHABA HEIGHTS,AL",Alabama,site_no=0242340550,33.44833333333333,-86.64444444444445,NAD27,,,,,8.262068099999999,03150202,Alabama
USGS,2423410,L. CAHABA R. BL LK PURDY DAM NR CAHABA HTS.,Alabama,site_no=02423410,33.46,-86.67027777777778,NAD27,,,,,110.592573,03150202,Alabama
USGS,2423414,LITTLE CAHABA RIVER AT CAH BEA RD NR CAHABA HTS AL,Alabama,site_no=02423414,33.439722222222215,-86.69888888888889,NAD27,,,,,121.72953,03150202,Alabama
